ID,time,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
S05,0.0,1,0.8551228282293541,-0.8295504993410105,-0.8190928277452513,-0.9274562869393076,-0.03864943427088787,-0.9555722461883535,0.8757621858345987,0.1798355136920556
S05,1.0,1,2.2016129020193502,0.39947335888552704,-0.10995676092464923,0.09591845618144954,-0.5482599104374143,0.9558849966327841,-3.6046757076629663,-1.415266497075948
S05,2.0,1,3.301989830838284,2.303880527464284,0.9378211681179686,1.0896764424965295,0.44825613440291945,1.3786031001629793,0.6921264086694593,0.05651596664352616
S06,0.0,0,-2.474822204445399,-0.09371983104034946,-0.041186347021015104,-0.288257557054492,0.35146005067959757,-1.1151496532734477,0.20591737054643167,0.698399534661473
S06,1.0,0,-1.0036001244988029,0.5827120742961543,-0.9431362853415828,-0.9549378111582368,0.46382760285077473,0.3005134652863796,0.547308969809952,-0.6751075985755993
S06,2.0,0,0.1487162675011493,0.6570143274729534,0.750843682660036,-1.4198607226410265,0.7027484972133777,0.5085906120913855,-1.0949585092566825,0.5013143387241614
S07,0.0,1,0.9482219936472298,0.5074192041021941,-0.31360358569722596,-0.2712446428056165,0.48008611812591506,0.3889543001487989,-0.17434182817880786,0.06938102204072527
S07,1.0,1,-1.4494847250875145,1.814376490953896,0.8184985733086818,-0.6156894505577337,0.756375789023558,-1.5915316172760885,-0.5972679026842714,-0.1968837567930226
S07,2.0,1,2.2579471045091166,1.1914355539629962,1.454132911393533,-0.9382525880500838,-0.8669444393467073,-0.1862866236993986,0.7481497350705955,1.5197701527785292
S08,0.0,0,-0.979148542568373,-0.48705011344043064,-0.26714354602797363,-0.42239438854826544,-2.6069715242373186,2.003512003458026,1.793810316977861,-1.2705075809688453
S08,1.0,0,-0.7033711553513043,-1.0755987514653365,0.19119498165437912,-0.2296617692747048,-0.6998093220303618,-1.1679633400768892,-0.49394240058998434,1.1162556172782825
S08,2.0,0,0.7832728148058923,-0.33040206517313425,-1.2218535657340726,-0.2057208863409191,0.5275200730061358,0.2801522840065657,0.3562088983440356,0.3734507695473236
S09,0.0,1,2.7549708310642007,0.05981067465556855,0.9129648907976481,0.7155230650545645,0.7205677172854684,-0.8057423522076466,-0.029552741517605167,-0.6567107498495864
S09,1.0,1,1.243311697780513,-0.5235546742746839,0.7269993220307926,1.3440267843300855,-0.2694012509914136,-0.29825650028917683,-0.4961628985278876,1.1701528811827877
S09,2.0,1,-0.08755044429008363,0.4396773308179547,0.5143950006164191,-0.8367256265955498,0.01769238891993856,-0.39769396664218654,-0.8193575036172582,1.2274536265773321
S10,0.0,0,-0.74750032132096,-1.5924800708244888,1.2615057721413738,-0.31741825885190667,0.0926380613266558,0.24856203497606075,1.0849182844118266,0.9707175223369668
S10,1.0,0,0.1534721601552481,0.34175121868786695,0.4256204065142803,0.1198333524812179,-0.625658450093959,-1.2442423503545461,-0.17428047296757346,-1.033462263823985
S10,2.0,0,0.7581692055376116,-1.7148754179220196,1.548847977033406,-1.3934198305805798,2.105327913407005,0.8834263996359067,0.9434685042457435,-0.3641049187899362
S11,0.0,1,0.8449477708643743,1.1760849175710137,-0.6077885476410941,0.33578282842109075,-0.10953621642539456,-0.43633498615807087,-0.71194697958668,-1.1342759660206734
S11,1.0,1,1.1674987527028255,1.9376701173802293,0.12003408293046308,-0.5906743353023991,1.781566470677672,0.6397311413055496,-0.336210495028432,0.303704490431179
S11,2.0,1,3.66286992797445,0.729443553382595,0.93613075357659,0.2366930048847257,-0.5468872752929129,-2.853249743406874,0.7420306315946307,0.7087600390837694
S12,0.0,0,1.2441090343208754,-1.1352197464358436,0.5299570621587152,-0.7276951985392125,-0.8446558476932322,0.5326111017227881,0.6131489687223155,1.1474413136603894
S12,1.0,0,0.607124337256553,0.02071115214757041,-0.3979326032044344,-1.2631886901868616,0.35955551030298205,0.6531260937838709,1.931062209747149,0.5846846242107798
S12,2.0,0,-0.31139720000683724,-1.4172211053115893,-2.4005327179812603,-1.2475880778755613,-0.7217716964916555,-0.8196156181830272,1.1055218503365598,-1.0190247493807265
S13,0.0,1,1.113578800456709,2.348590152448615,1.0582732596688422,-2.885683560671795,-0.8808080068914335,2.011265557014191,-1.4432914631781157,0.40823793070855385
S13,1.0,1,2.0871887631566914,1.272526852106406,-0.6199255934912415,-0.9507852074592581,0.5901874413720861,0.7219518666434198,-0.4629898226430752,-0.53509376104435
S13,2.0,1,1.9533988064011438,1.9029191282177447,-1.3487994137231123,-0.9206239805384749,-0.5755618992611921,-1.0796917946910607,-2.0429255600449845,-1.3894096847327733
S14,0.0,0,0.4370769589653238,0.8926800347612552,0.8626305142765145,-1.16489566219929,0.46074215958852044,1.4110378252748244,1.3668650416424621,1.1680182089597764
S14,1.0,0,-0.31282619810222134,0.008052485454256686,-0.1233127109915912,0.3628626656429133,-0.9533562963240807,-0.08365490469227113,1.4392314154414654,-0.685100874931888
S14,2.0,0,0.5202325036891772,0.6119183913018269,-1.942401582358254,0.9702609928070952,-1.3773618598908954,0.28086836395674386,-1.069980119188001,-0.14602428690433825
S15,0.0,1,1.349106773303605,-0.14625964348070808,-0.02751886753163153,-1.128742148313457,-0.12796135726658925,1.0083967861491654,-0.5603712575595761,0.6958425849418186
S15,1.0,1,2.6803901948206423,-0.5251468711171992,-1.3880779942643793,-0.1196824567416115,-0.07804868164120687,-1.5460552153595084,1.0002039729125363,0.5214901553790852
S15,2.0,1,-0.28892977771098605,0.9046903944371955,1.6612214185943335,1.4355079624593106,0.3654235761536805,2.3259004695241807,0.6581752710778607,0.80467147949851
S16,0.0,0,-1.167283238424719,-2.2459187867772723,0.8843776929859365,0.799663946974899,0.47237111454395503,0.00735561189637276,-0.18269443353606205,2.400406265724992
S16,1.0,0,0.20746349167641465,1.7363628165528606,0.04517603654325132,-1.0114927817766792,0.04515891958640337,0.6313205986075459,0.11889745471776253,-0.3011188995098552
S16,2.0,0,0.5835284644730625,0.05701256278015354,0.09518699161029151,-1.8083378221011492,0.5230876066793771,-0.5474747734328479,1.0991965230037033,-1.1737439290656886
S17,0.0,1,1.7509685522712406,2.293999056568688,0.7037109317702925,-0.11751200338181879,-0.5263364590234835,-0.4979761536841279,-1.7057728276417197,0.5119484078651395
S17,1.0,1,1.914575620089591,0.17044785321947586,0.1740155752042234,0.6904295549546308,-0.28635420086316304,-0.05911240220855204,-1.3200725593969296,-1.8671211163086945
S17,2.0,1,1.0068548503207158,0.48099654272127373,-0.24502970950210834,0.19524670378544498,-0.6434200858354427,1.4195294793802364,-0.05141818110574954,0.4729629937805149
S18,0.0,0,2.0853471704947384,0.5113676064901481,0.14798880772364476,-0.14875372029243425,-0.603664085746809,0.32309023772035816,-2.2860246110943843,-0.06485498682924826
S18,1.0,0,0.6059110283912574,-0.6289905626371648,0.2445874693650789,-2.2205504880129814,-0.04352498844468464,0.7671684062810161,0.3033325492195951,1.879613688912272
S18,2.0,0,0.6465570294314833,-0.6644739305771635,0.36163278484279937,-0.007374731884838446,-0.9368287570823197,-0.4427920176448297,0.21157282188094495,1.1989170150442074
S19,0.0,1,0.1848588207068812,1.4432244435084138,0.6046791177883912,-0.202219669268357,2.146111913793779,0.3266034687530404,1.7659084055841854,0.3263587209094584
S19,1.0,1,0.6631903649494046,-0.34030343921494643,0.4609475096768064,0.6072209354722244,-0.7829652227605866,0.9484879425382235,0.9375511303215899,2.0939540315207705
S19,2.0,1,1.784677983710771,-0.2892091229186745,1.3735604587429808,-0.46643765024113854,0.7595721560397679,-1.0389790105725847,1.6530798153576887,0.4190679458865608
S20,0.0,0,1.0607617552583148,1.9608373145261273,-0.2100939847637705,0.32715195717009665,0.15029509700302954,0.34276950442809784,-0.6003811388796768,-0.7064332632324754
S20,1.0,0,1.0589613046947006,1.740919196428538,1.4591877745860846,1.227541425245899,1.6148203618448516,1.163385621841249,-0.9378202398189871,-0.7417137744184621
S20,2.0,0,-0.010310929405103475,-0.031391692850896546,-1.1257303023035654,-0.7309434506871837,0.6710594576696155,0.05061150317476672,0.8798303429297225,-1.1486568458614452
S21,0.0,1,0.4501879155369027,0.8429851335493352,-0.6143708276106384,0.32945517311189415,-0.5486129430672584,0.028997604657875167,1.4977475346097766,-0.04860093657620576
S21,1.0,1,2.3631833951675247,0.1587466625305991,-0.21212194892180058,0.40949329739627777,2.2794113073689246,-0.5409839637693811,1.8785308952227533,0.6473608119427589
S21,2.0,1,0.32484602682685426,-0.0658957848508801,-0.8419201656004429,0.8171059093897285,-0.7515916775764258,-0.28493889932216837,1.1822901281406129,-0.480342036415644
S22,0.0,0,2.2888135142058954,0.5075269973777052,-1.6629447695688517,-0.48794654009420374,0.8429271999719933,-0.33302643865804743,-0.13289688231773064,1.2592597109095192
S22,1.0,0,0.9787770849779442,-2.3012791088604354,0.5157749248020723,0.10540477279297658,1.6520958457358634,-1.2975891632657155,0.5247616264207973,0.2997140232424608
S22,2.0,0,2.549513113180489,-0.8241880430224902,-1.1678990192115215,0.2546867365837965,-0.16199741138587245,-0.19602478412484625,-0.8691002498621347,1.0919591765603835
S23,0.0,1,1.3835699715736245,0.5060978319333147,-2.0270126424759267,0.25662961083905833,0.023554514764579614,0.376663906812848,0.8861725932281023,-1.450513684345135
S23,1.0,1,1.061204441632949,0.2864015878212442,-0.6951261613770534,-0.02848154864627345,-1.6925165482493383,-0.5052217025998755,-0.7972683853554163,0.5562191296371019
S23,2.0,1,1.8754418162866537,0.01991263107548541,0.060779502349717296,0.7637163973810241,-1.4341374513236367,0.40764722655634134,0.04620804120323008,1.1167705189951842
S24,0.0,0,-0.13504703818921432,-0.9717510954090847,0.42012174333115493,-1.1009552067667727,0.9182545525333363,0.6346137368964024,0.7384650458043364,-0.8569404978366602
S24,1.0,0,0.0011354272871355597,-0.6162625462665889,0.9232689736135221,-0.13910527995115346,0.8158997291569587,-0.48622808932660333,0.8209914440154105,-0.21558167850102924
S24,2.0,0,2.141971288030886,-0.17565429464549837,-1.0907558312404058,0.7760345356157538,-1.1733874046071089,-0.28201025333985597,0.16823743053533785,1.8021260368834162
